CD4_S2	CD56_S2	CD4_S3	CD56_S3	CD19_S3	CD19_S2	CD56_S1	CD14_S3	CD14_S1	CD14_S2	CD19_S1	CD14_S4	CD4_S1	CD4_S4	CD56_S4	CD19_S4
hsa-miR-6748-5p	16.9777946868005	16.4438688885102	20.0091991901172	19.5663653489585	18.0687668642711	13.7227553831954	16.7824327107248	22.706600364482	25.0712986556637	20.3346101270952	22.0120644845326	21.0828606698026	19.7597037429052	17.204160868432	18.2554622573719	19.788991088855
hsa-miR-1226-3p	14.8928023568425	16.6345224408407	15.1956654226833	19.7321820044581	21.465695034754	10.4027339195191	19.7770675438653	25.2190216991742	22.4562459813147	22.8968800358713	19.1900049352335	22.9089352160059	18.6938276073958	21.9066315058034	14.7529607777598	18.3568930495299
hsa-miR-3194-5p	13.204951423067	18.4933945760636	14.7237503474447	18.2398321049613	18.4301422015565	14.3129814211823	20.4633380264599	22.1377502509668	30.8825268208838	24.6959206101183	17.4967692056541	18.0947386851061	22.6293702615843	13.9927175063247	11.7811413405132	14.7115525857935
hsa-miR-298	16.2827972434812	30.0279344920621	17.1777087386855	24.7066816694476	16.8400907175006	18.9610114703291	23.2084199568387	17.207715933835	16.6450178160946	19.0262169821883	16.1421806219905	16.2133285465936	24.4331606447541	12.8457734484292	20.8027360607261	20.4399447430936
hsa-miR-12122	14.7935170077969	19.8279694423775	16.8001766784946	22.4681568202023	25.2962736099795	16.8214420826266	19.2779617383418	21.0948583761889	23.3694389787064	17.9904057424703	20.770358282841	16.3793353235211	18.5298466634712	20.1862154189602	18.8922807082104	14.0605989315548
hsa-miR-1226-5p	15.3892291020706	14.2990164247915	14.629367332397	21.4732568872045	17.3460161897002	13.3538641094536	16.8448209364152	22.4221753077244	27.0222109682733	23.7146257514381	16.0292982400186	23.1856131775519	19.5957227989806	22.5947979405407	18.8922807082104	19.9191818197027
hsa-miR-3127-5p	14.6942316587513	15.3476109626095	15.1956654226833	17.3278404997132	20.1647438205265	12.3209685429765	15.0979506170832	26.8307636874673	30.3014040043618	22.460748987569	14.6182684653691	26.2290707545575	14.6762944812449	16.9747720568529	15.0713700031791	19.2682281654641
hsa-miR-6829-3p	16.2827972434812	24.641971638724	16.328261603256	25.1212233081967	20.0924687530694	19.6250157630643	23.2708081825291	15.785590650047	16.6865265887033	17.2271764079413	22.2942704394625	17.209369208159	17.5459609999241	18.465799332117	21.1211452861454	23.5645222834391
hsa-miR-337-3p	30.2820314589132	25.4045858480462	25.2002650177419	18.4885570882108	25.5130988123508	45.0047353965009	19.2779617383418	7.01581806668756	4.27540357869762	8.55907182293284	23.9310649780559	10.3477557618191	14.7582849532072	26.0356301142271	25.5788744420153	41.010080217035
hsa-miR-320a-5p	18.4670749224847	23.1167432200795	17.7440068289718	20.727081937456	17.0569159198719	16.083659535143	24.4561844706472	16.7810783486986	16.9355792243556	21.8065524151155	19.0771225532616	18.8141013851256	27.5487985793201	16.4013000279052	19.529099159049	15.8832691634231
hsa-miR-4683	12.708524677839	21.9251585180136	11.3259618057267	24.1263233751988	15.8282397731015	15.9361030256462	20.7128909292216	22.3747711315982	21.2524915756619	23.8781748945515	20.3188287549531	20.8061827082566	15.332218256943	16.2866056221156	20.2720540183606	17.4455579335958
hsa-miR-6750-5p	16.9777946868005	17.3018098739977	19.8204331600217	26.1990315689444	20.6706692927261	14.6080944401757	20.7128909292216	22.6591961883558	24.5731933843591	18.2629876476593	19.5850932721354	17.5413827620142	14.9222658971317	19.6127433900125	18.8922807082104	13.1492638156207
hsa-miR-4722-5p	12.4106686307021	14.2990164247915	15.9507295430651	21.1416235762052	19.6588183483269	10.7716251932609	19.5275146411035	21.3792834329466	28.516526782187	21.3159049857754	18.0611811155139	21.7468877775129	20.9075703503768	19.9568266073811	20.5904632437799	16.5342228176617
hsa-miR-326	10.7228176969266	20.4475934874518	15.1012824076356	19.1518237102094	13.2986124121035	14.0916466569372	23.7075257623621	21.3318792568203	21.7921056195752	23.5510766083248	13.6023270276214	28.5531656315436	19.3497513830938	19.8421322015916	18.5738714827912	18.0965115878345
hsa-miR-4469	21.1477793467164	35.3185705692349	16.8945596935423	19.317640365709	18.7192424713848	29.5850801540932	24.4561844706472	12.9887442585972	12.0375440565273	12.1026365903891	19.8672992270653	13.1145353772788	17.7099419438486	15.4837447815888	27.2770569775847	20.4399447430936
hsa-miR-4474-3p	15.0913730549338	19.1606820092206	15.6675804979219	23.9605067196992	20.7429443601832	18.5921201965873	18.9660206098897	19.8149456207797	21.8751231647927	17.0636272648279	23.59241783214	17.4307115773958	16.890037224226	16.9747720568529	19.9536447929414	22.2626149749618
hsa-miR-1207-3p	11.8149565364284	21.8298317418483	13.9686862270629	13.4311490954715	14.3104633565027	15.6409900066528	14.9731741657024	22.3273669554719	23.9920705678371	33.7456398623913	17.1016808687522	22.078901331368	14.7582849532072	14.5661895352724	23.8806919064458	15.1021247783367
hsa-miR-490-3p	12.8078100268846	22.0204852941789	15.3844314527788	17.6594738107125	14.599563626331	15.3458769876593	25.7039489844558	15.6907822977945	30.3014040043618	24.0962404187027	16.5937101498784	14.8299387388637	22.9573321494334	12.8457734484292	18.7861442997373	14.3209803932503
hsa-miR-3936	15.0913730549338	18.4933945760636	17.3664747687809	9.36864103573013	13.5877126819318	18.5921201965873	26.5773841441218	8.15351829371798	45.9502112778472	25.568182706723	12.3606208259298	7.1382914078859	35.337893415735	8.94616365158464	12.4179597913518	13.5398360081639
hsa-miR-3679-3p	15.6870851492075	21.1148809206087	15.1956654226833	17.5765654829627	15.6836896381873	15.7147682614011	20.9624438319834	20.3837957342949	20.5468424413138	22.6242981306824	19.0771225532616	20.8615183005658	23.2852940372824	15.942522404747	18.2554622573719	16.9247950102049
hsa-miR-191-3p	12.2120979326109	20.0662863827907	24.7283499425033	24.9554066526971	20.7429443601832	14.9769857139175	15.2227270684641	22.0903460748406	13.4903510978323	19.7894463167173	15.0697979932569	22.1342369236772	18.775818079358	26.9531853605435	26.5341021182731	18.2267023186822
hsa-miR-6854-5p	18.9635016677128	18.9223650688074	20.8586463255467	14.7576823394687	32.7406055580592	18.9610114703291	16.3457151308918	18.3454161608654	12.9922458265277	11.0668253506711	31.2119786152475	15.9919861773568	17.7919324158109	20.5302986363289	25.0481923996498	23.4343315525914
hsa-miR-6895-5p	21.9420621390813	16.6821858289234	18.027155874115	16.6645738777147	19.4419931459557	23.4614850099792	23.7075257623621	15.2167405365318	24.2411232034894	16.6820125975634	18.2869458794578	15.6046370311924	23.777236869056	15.1396615642202	18.7861442997373	21.4814705898755
hsa-miR-6857-5p	13.6020928192495	16.9681661574192	14.0630692421106	19.317640365709	19.0806178086703	12.9111945809634	16.5328798079631	19.5305205640221	28.1429478287086	20.0075118408685	20.770358282841	20.4188335620922	18.2838752475844	17.3188552742216	20.4843268353068	22.1324242441141
hsa-miR-4427	38.4234300806537	18.9223650688074	28.5980535594599	16.498757222215	25.0071733401512	33.4953276557564	18.6540794814376	10.1444936910212	7.30554397913379	6.92358039179918	27.0353304822849	13.2805421542063	26.6469033877352	24.3152140273839	19.529099159049	21.6116613207232
hsa-miR-5087	12.8078100268846	13.7270557677998	16.4226446183037	10.1148159854785	13.3708874795606	10.1076209005256	10.3564454646108	24.3183423527751	33.3730531774066	35.3811312935249	12.1348560619859	32.5373282778055	12.7085231541506	15.1396615642202	15.6020520455446	11.9775472379912
hsa-miR-4327	14.1978049135232	12.3448175134033	13.6855371819198	17.2449321719634	25.2962736099795	24.3468240669595	16.9072091621056	14.4582737185115	23.286421433489	18.7536350769994	22.2942704394625	21.3042030390393	18.2838752475844	19.3833545784334	16.6634161302755	32.0269197885416
hsa-miR-4265	15.8856558472987	15.0616306341137	18.7822199944968	15.6696739447168	24.862623205237	14.6818726949241	18.4669148043663	18.2032036324866	23.3694389787064	17.3362091700168	20.4317111369251	19.9208132313095	17.6279514718863	21.1037706652766	18.7861442997373	29.0325329790438
hsa-miR-4762-3p	41.8984172972503	14.5849967532873	31.5239270259393	16.0842155834659	22.7666462489816	39.1762532713803	17.7182560960812	8.24832664597051	4.10936848826276	7.03261315387476	20.601034709883	15.7153082158108	26.892874803622	25.9209357084376	26.5341021182731	31.2457754034552
hsa-miR-4428	13.8006635173407	15.9672350076838	19.1597520546877	24.9554066526971	18.5024172690136	16.2312160446397	17.9678089988429	21.6637084897042	18.4714038108781	24.0962404187027	16.4243865769205	23.0196064006243	14.4303230653581	19.0392713610648	19.4229627505759	20.9607076664845
hsa-miR-375-3p	13.8006635173407	26.0718732812031	12.4585579862994	19.8979986599578	16.6232655151294	18.1494506680971	27.8251486579303	12.9887442585972	23.7845267047935	18.317504028697	16.0292982400186	14.1659116311534	21.2355322382259	14.9102727526411	26.2156928928538	17.5757486644436
hsa-miR-3131	18.8642163186672	19.2083453973032	14.2518352722061	19.317640365709	19.1528928761273	15.6409900066528	14.6612330372503	20.9052416716839	23.4109477513151	17.3907255510546	21.2783290017148	24.4583318006633	16.6440658083392	17.6629384915902	16.7695525387486	16.5342228176617
hsa-miR-1203	11.8149565364284	16.4438688885102	13.6855371819198	20.9758069207055	19.6588183483269	12.025855523983	21.8358789916493	25.9774885171945	22.6222810717495	21.2613886047376	16.0292982400186	22.2449081082956	12.8725040980751	21.1037706652766	17.7247802150064	18.3568930495299
hsa-miR-3183	17.374936082983	19.2083453973032	16.7057936634469	22.3023401647027	19.2974430110415	16.6001073183815	21.8358789916493	19.2460955072645	16.8110529065295	16.6820125975634	22.5764763943924	22.2449081082956	16.7260562803015	18.8098825494857	18.1493258488988	18.3568930495299
hsa-miR-1228-3p	23.9277691199937	22.4494557869226	15.7619635129696	17.5765654829627	15.5391395032731	18.1494506680971	27.0764899496452	12.7991275540922	17.2676494052253	19.353315268415	20.770358282841	12.5058438618776	33.6980839764897	16.9747720568529	12.2056869744056	21.22108912818
hsa-miR-3145-3p	26.0127614499516	12.5354710657339	23.123838686692	16.2500322389655	22.0438955744107	20.7316895842898	13.4758567491322	5.59369278289954	3.32070180869718	3.97969581575858	15.7470922850887	8.07899647714219	17.7919324158109	79.942000835314	29.930467189412	103.762012485641
hsa-miR-4436b-5p	18.665645620576	15.9195716196012	18.1215388891627	20.9758069207055	14.4550134914169	14.0916466569372	25.4543960816941	14.7901029513954	22.9543512526193	21.5884868909644	17.9482987335419	14.7746031465545	34.2720172802255	16.7453832452738	14.965233594706	18.0965115878345
hsa-miR-6867-5p	17.5735067810742	14.3466798128741	21.8968594910716	20.8928985929557	22.9834714513528	16.7476638278782	14.7860094886311	18.8668620982544	17.6827371313125	18.0449221235081	18.9077989803036	24.2923250237357	15.4961992008675	20.5302986363289	24.6236467657574	23.5645222834391
hsa-miR-4252	22.2399181862182	17.5401268144109	22.0856255211671	21.4732568872045	19.0083427412132	18.9610114703291	15.6594446482971	17.4447368144664	16.1884213173987	20.1710609839819	15.0697979932569	19.0354437543624	22.4653893176598	24.6592972447525	22.6070550047687	19.6588003580072
hsa-miR-1972	12.6092393287933	16.4438688885102	18.027155874115	20.8928985929557	17.4182912571573	17.11655510162	22.2102083457919	17.6343535189714	23.57698284175	19.4623480304906	16.1986218129765	18.8694369774348	24.4331606447541	18.5804937379066	19.4229627505759	17.5757486644436
hsa-miR-935	16.1835118944356	18.3980677998984	22.1800085362148	20.8099902652059	20.2370188879836	14.3867596759306	23.5827493109813	19.0564788027595	19.3845968082698	18.2629876476593	17.891857542556	19.0354437543624	17.217999112075	20.1862154189602	14.5406879608137	19.788991088855
hsa-miR-6825-3p	15.3892291020706	18.6363847403116	18.687836979449	19.5663653489585	14.8163888287023	15.1245422234142	20.9000556062929	19.6727330924009	20.2562810330528	22.18816708238	19.8672992270653	17.762725131251	20.66159893449	17.5482440858006	18.4677350743181	18.2267023186822
hsa-miR-2117	16.1835118944356	23.5457137128233	11.231578790679	10.1977243132284	6.86613140842301	19.2561244893225	18.4669148043663	20.0993706775373	14.2375090047892	12.8658659249182	10.8367086693083	43.9364602934993	47.6364642100743	18.9245769552752	7.21727577617028	9.24354189018884
hsa-miR-302c-3p	8.8363960650599	13.441075439304	9.53268451981997	10.363540968728	10.0462343765347	9.07472533404855	15.5970564226067	10.7607479806627	64.5461414065514	26.2223792791764	9.4821200856448	12.5611794541868	26.5649129157729	13.1898566657979	14.1161423269213	11.0662121220571
hsa-miR-122b-3p	38.9198568258818	18.8270382926421	27.9373724541258	14.591865683969	23.9230473282949	31.2819800133056	17.406314967629	9.05419764011705	7.22252643391636	7.35971144010149	29.4058605036961	13.2252065618971	26.892874803622	19.8421322015916	19.9536447929414	22.1324242441141
hsa-miR-6823-5p	22.041347488127	23.974684205567	19.8204331600217	30.6760812674349	25.8744741496362	22.8712589719923	19.3403499640323	11.1399813896728	9.83757910826539	11.2848908748223	25.2292123707335	12.0078235310949	19.1037799672071	13.3045510715874	30.4611492317775	19.1380374346163
hsa-miR-6743-3p	13.6020928192495	18.0644240833199	18.1215388891627	22.5510651479522	19.0083427412132	14.6080944401757	24.1442433421951	15.6433781216682	21.833614392184	18.2629876476593	20.3752699459391	15.4386302542649	22.6293702615843	14.9102727526411	20.5904632437799	19.3984188963118
hsa-miR-12135	33.2605919302817	19.2560087853858	25.7665631080282	11.9387991959747	22.260720776782	41.758492187573	15.1603388427737	16.8284825248249	10.7922808782658	12.2661857335025	21.5605349566447	17.762725131251	18.2838752475844	12.5016902310606	16.0265976794369	13.9304082007071
hsa-miR-4534	20.2542112053059	20.0186229947081	15.1012824076356	14.5089573562192	10.6244349161914	13.5014206189503	31.6932186507367	13.5101901959862	24.4901758391417	24.9139861342695	15.2391215662149	12.33983708495	31.6483221774332	15.4837447815888	12.3118233828787	18.7474652420731
hsa-miR-920	17.4742214320286	16.205551948097	15.3844314527788	19.0689153824596	18.2855920666423	14.7556509496724	17.406314967629	21.9007293703355	21.4185266660968	17.8268565993569	23.0280059222802	23.2409487698611	16.1521229765656	18.2364105205379	15.9204612709639	15.4926969708799
hsa-miR-6778-3p	13.4035221211583	44.0886339764404	9.72145054991541	22.3852484924525	8.7452831623072	19.3299027440709	45.917734108154	8.43794335047558	13.24129846218	13.0839314490693	22.2378292484765	9.01970154639847	21.3995131821504	8.602080434216	14.6468243692867	10.2850677369707
hsa-miR-874-5p	23.0342009785831	23.4980503247406	15.4788144678265	14.5089573562192	12.3590365351614	15.9361030256462	26.1406665642888	12.8465317302184	19.8411933069656	22.3517162254934	16.8194749138223	13.1698709695879	36.6497409671311	15.3690503757993	11.1443228896747	18.6172745112254
hsa-miR-7848-3p	14.3963756116145	17.921433919072	18.1215388891627	22.7168818034518	17.7796665944427	14.0178684021888	15.4098917455354	22.6591961883558	18.7204564465303	19.7349299356796	14.674709656355	27.6677961545965	16.7260562803015	19.6127433900125	19.6352355675221	14.7115525857935
hsa-miR-181b-3p	16.2827972434812	12.3448175134033	16.8001766784946	14.0944157174701	13.2986124121035	12.3947467977248	14.1621272317268	23.8917047676387	30.7995092756663	23.8236585135137	11.1189146242382	25.0670233160645	16.3980943924524	27.1825741721226	11.7811413405132	21.0908983973323
hsa-miR-7106-3p	14.7935170077969	17.6831169786588	14.3462182872538	15.8354906002164	17.4182912571573	15.0507639686659	16.969597387796	24.1287256482701	26.3165618339251	22.6242981306824	16.9323572957943	18.9801081620532	17.4639705279618	14.4514951294829	15.2836428201253	14.0605989315548
hsa-miR-1236-5p	20.9492086486252	19.0176918449727	20.4811142653558	17.0791155164638	20.0924687530694	22.7237024624956	16.2833269052014	20.2415832059161	16.8525616791382	19.0262169821883	19.8672992270653	17.6520539466326	15.4961992008675	17.204160868432	14.0100059184482	20.7003262047891
hsa-miR-11401	12.8078100268846	15.6335912911053	11.9866429110608	23.0485151144511	15.1777641659877	12.3947467977248	19.4027381897227	22.9910254212396	25.8599653352293	23.223978322098	15.3520039481868	23.8496402852622	14.0203707055468	15.7131335931679	15.1775064116522	16.1436506251185
hsa-miR-4468	16.1835118944356	25.9765465050378	15.5731974828742	18.4885570882108	22.260720776782	17.3378898658651	17.843032547462	18.5824370414968	16.3129476352249	15.3191030716187	29.9702724135559	15.4386302542649	13.6104183457355	11.5841349847442	16.9818253556948	17.1851764719004
hsa-miR-122-5p	38.4234300806537	18.8747016807247	27.4654573788872	14.5089573562192	23.995322395752	31.1344235038088	17.2815385162482	8.62756005498065	6.64140361739436	7.03261315387476	29.2929781217241	12.9485286003512	26.8108843316597	19.727437795802	19.6352355675221	22.0022335132664
hsa-miR-133b	18.665645620576	21.1625443086914	21.6137104459284	19.0689153824596	17.996491796814	27.0028412379006	20.0890086723174	15.4537614171631	16.1054037721813	24.0417240376649	14.900474420299	13.5018845234431	17.1360086401128	15.4837447815888	16.13273408791	21.8720427824187
hsa-miR-133a-3p	18.665645620576	20.7812372040303	21.8024764760239	18.9030987269599	18.1410419317282	26.2650586904169	20.1513968980078	15.2167405365318	16.3959651804423	24.1507567997404	14.5618272743831	13.9445692619166	17.2999895840373	15.3690503757993	16.13273408791	21.7418520515709
hsa-miR-505-5p	16.8785093377549	24.3559913102281	18.1215388891627	20.3125402987069	14.6718386937881	20.2890200557996	25.5167843073845	16.307036587436	13.6563861882671	20.3346101270952	21.6169761476307	13.3358777465155	17.0540181681505	12.8457734484292	23.6684190894996	16.0134598942708
hsa-miR-4667-5p	15.1906584039794	21.4485246371872	13.8743032120152	19.0689153824596	20.4538440903549	13.5751988736986	17.3439267419386	17.3025242860876	21.2109828030532	17.9358893614325	26.3015949994671	18.5374234235797	14.4303230653581	13.6486342889561	16.5572797218024	20.1795632813982
hsa-miR-3943	16.3820825925268	18.2550776356504	19.2541350697354	19.4005486934588	19.1528928761273	16.9689985921233	20.3385615750791	18.2506078086129	19.0940354000088	19.2987988873772	19.9237404180513	15.8259794004292	17.7099419438486	16.6306888394843	19.7413719759952	18.7474652420731
hsa-miR-5739	14.2970902625688	14.9663038579484	17.1777087386855	18.0740154494617	17.4905663246144	11.4356294859961	20.2761733493887	20.4311999104212	23.0788775704454	23.496560227287	17.3838868236821	19.0907793466716	25.9909796120371	16.7453832452738	11.6750049320402	14.5813618549458
hsa-miR-4652-5p	17.6727921301198	19.637315890047	13.1192390916334	17.8252904662122	14.4550134914169	20.584133074793	18.6540794814376	19.3883080356433	18.9280003095739	22.6242981306824	17.5532103966401	25.509708054538	12.7085231541506	16.2866056221156	14.7529607777598	16.1436506251185
hsa-miR-4313	23.1334863276287	19.3513355615511	11.5147278358221	18.1569237772115	14.1659132215885	16.4525508088848	24.3937962449568	17.9661827518553	17.8072634491386	22.1336507013423	18.7949165983316	16.8773556543039	23.0393226213956	14.3368007236933	17.194098172641	15.6228877017276
hsa-miR-1296-3p	14.1978049135232	24.1176743698149	13.7799201969675	15.4209489614673	12.3590365351614	15.4934334971561	23.3331964082196	18.0609911041078	23.4939652965325	23.9326912755893	19.5850932721354	15.4386302542649	17.7919324158109	12.9604678542188	18.0431894404257	10.4152584678184
hsa-miR-514a-3p	26.0127614499516	12.4878076776512	38.413887124423	16.8303905332143	9.32348370196387	12.2471902882281	17.1567620648673	10.9503646851677	7.8866667956558	6.86906401076139	7.95820792902331	12.893193008042	80.5146434669414	48.6304280547678	15.9204612709639	17.836130126139
hsa-miR-3605-3p	17.6727921301198	14.2990164247915	14.8181333624924	16.5816655499648	16.5509904476723	15.1245422234142	13.9749625546556	25.4560425798055	15.5242809556593	22.8423636548335	14.2231801284672	30.4899113623654	15.332218256943	25.2327692737003	16.7695525387486	16.5342228176617
hsa-miR-3613-3p	14.5949463097057	20.2569399351213	17.4608577838287	12.7678824734729	14.1659132215885	19.4036809988193	21.8358789916493	19.1986913311383	17.309158177834	20.3346101270952	16.5937101498784	24.5136673929725	16.3161039204902	22.1360203173825	16.0265976794369	16.0134598942708
hsa-miR-6845-5p	12.2120979326109	17.0158295455019	13.591154166872	22.0536151814532	20.2370188879836	14.6080944401757	19.7146793181748	18.1557994563604	20.6298599865312	19.5713807925662	18.7384754073457	20.4741691544014	15.9881420326411	16.2866056221156	22.8193278217149	17.3153672027481
hsa-miR-4751	15.0913730549338	18.7793749045595	16.8945596935423	20.6441736097062	19.2251679435844	11.8045207597379	19.9642322209365	20.2415832059161	19.0525266274001	16.9000781217145	23.0280059222802	16.3793353235211	18.2018847756222	19.1539657668543	18.4677350743181	15.8832691634231
hsa-miR-6856-5p	15.4885144511162	16.1102251719317	22.3687745663102	17.3278404997132	19.2974430110415	14.0178684021888	16.5328798079631	22.2325586032194	21.2524915756619	18.7536350769994	16.4808277679064	18.6480946081981	15.4961992008675	18.6951881436961	22.6070550047687	14.7115525857935
hsa-miR-936	19.3606430638953	19.3989989496338	21.6137104459284	18.6543737437104	20.6706692927261	31.9459843060408	17.2815385162482	16.0700157068046	13.2828072347887	15.7007177388832	21.8427409115746	13.7785624849891	13.2824564578865	11.8135237963233	20.696599652253	24.8664295919164
hsa-miR-8073	19.7577844600778	20.685910427865	19.3485180847831	18.6543737437104	12.6481368049898	17.2641116111167	21.9606554430302	12.419894145082	20.5883512139225	21.9155851771911	20.8832406648129	13.0038641926604	19.4317418550561	16.4013000279052	17.194098172641	17.4455579335958
hsa-miR-508-5p	17.2756507339373	23.5933771009059	13.2136221066811	17.8252904662122	15.394589368359	21.0268026032832	19.9018439952461	16.9232908770774	16.0223862269639	18.3720204097348	19.4157696991774	19.2567861235992	19.2677609111316	18.6951881436961	14.4345515523406	14.451171124098
hsa-miR-4470	7.84354257460374	21.1148809206087	14.9125163775401	21.9707068537034	14.5272885588739	17.928115903852	18.279750127295	26.8781678635936	16.8940704517469	20.5526756512464	17.1016808687522	15.7153082158108	13.2004659859242	21.1037706652766	17.6186438065333	15.4926969708799
hsa-miR-509-3-5p	14.1978049135232	12.7261246180644	21.424944415833	24.5408650139479	10.4076097138201	10.6978469385125	16.1585504538205	8.48534752660185	8.75835102043881	7.19616229698812	10.4416203324065	12.6718506388052	63.8705776586022	87.3971372116346	14.5406879608137	19.3984188963118
hsa-miR-345-3p	11.5171004892916	16.9681661574192	14.4406013023015	16.498757222215	15.9727899080156	11.8045207597379	25.7663372101462	14.7901029513954	22.3732284360972	23.8236585135137	17.1581220597382	16.1026573619752	31.8942935933199	13.3045510715874	13.3731874676096	14.1907896624026
hsa-miR-8083	27.5020416856359	14.0606994843783	24.4452008973601	17.9911071217118	20.0201936856124	16.304994299388	17.9054207731524	12.8939359063447	18.8864915369652	14.1742590698251	17.2145632507242	13.2805421542063	18.8578085513203	25.9209357084376	20.8027360607261	28.7721515173483
hsa-miR-5587-3p	21.7434914409901	20.2092765470386	17.9327728590673	20.3954486264567	16.3341652453011	18.1494506680971	17.9054207731524	15.7381864739207	16.3129476352249	18.590085933886	16.7065925318504	18.6480946081981	19.4317418550561	15.7131335931679	19.3168263421028	17.9663208569868
hsa-miR-451a	10.7228176969266	35.4138973454002	8.96638642953363	21.0587152484553	13.6599877493889	30.3966409563252	37.3081589628751	4.17156749911152	5.93575448304621	6.16035105727014	35.1628619842661	12.0078235310949	14.1843516494713	14.1074119121142	21.0150088776723	19.788991088855
hsa-miR-7110-3p	18.2685042243935	14.489669977122	17.7440068289718	14.5089573562192	16.8400907175006	13.5751988736986	18.0925854502237	20.8578374955576	20.4223161234877	20.2255773650196	18.6820342163597	20.5295047467106	17.217999112075	18.9245769552752	15.8143248624908	18.2267023186822
hsa-miR-12129	30.9770289022325	21.7821683537657	26.8047762735532	14.7576823394687	25.9467492170933	22.2810329340054	12.7895862665375	10.4289187477788	9.13192997391724	8.45003906085727	29.9138312225699	11.177789646457	29.4345794344521	13.0751622600083	21.0150088776723	16.7946042793572
hsa-miR-4533	13.5028074702039	21.4485246371872	15.7619635129696	21.1416235762052	16.8400907175006	14.460537930679	22.4597612485536	18.1557994563604	21.1279652578358	19.7349299356796	17.666092778612	15.77064380812	17.6279514718863	11.9282182021129	15.6020520455446	13.2794545464685
hsa-miR-1281	15.5877998001619	17.6354535905761	17.9327728590673	17.4107488274631	16.4787153802152	15.7147682614011	29.6344072029527	13.6049985482387	16.6450178160946	20.2800937460574	21.5040937656587	11.1224540541478	19.4317418550561	13.8780231005352	21.5456909200377	22.1324242441141
hsa-miR-7161-3p	11.5171004892916	15.156957410279	15.4788144678265	17.5765654829627	16.3341652453011	13.3538641094536	16.4704915822726	19.8149456207797	31.6711935004493	21.0433230805865	13.9409741735373	18.8141013851256	15.6601801447921	16.7453832452738	12.8425054252442	15.8832691634231
hsa-miR-4538	13.3042367721127	16.5868590527581	13.7799201969675	15.3380406337175	17.0569159198719	11.8782990144863	17.9678089988429	19.2934996833908	23.8260354774023	24.0962404187027	16.5937101498784	20.3081623774738	18.1198943036599	18.0070217089588	13.797733101502	16.0134598942708
hsa-miR-34c-5p	23.33205702572	14.0606994843783	21.2361783857376	13.7627824064708	15.9005148405585	18.2232289228455	10.3564454646108	15.8803990022995	15.6903160460942	19.8439626977551	11.5140029611401	19.4227929005268	26.4009319718484	39.4548755916041	17.6186438065333	25.2570017844596
hsa-miR-557	17.871362828211	25.4522492361288	17.6496238139241	15.8354906002164	11.2749105233052	17.11655510162	23.6451375366717	12.6569150257134	22.705298616967	21.0433230805865	16.4808277679064	12.8378574157328	19.1857704391693	13.7633286947456	16.5572797218024	15.4926969708799
hsa-miR-6782-5p	19.6584991110321	17.7307803667414	19.5372841148785	14.4260490284694	17.6351164595286	21.4694721317734	16.5328798079631	12.3250857928295	14.5280704130502	17.9358893614325	19.7544168450933	15.6046370311924	21.8094655419617	19.8421322015916	13.9038695099751	41.6610338712736
hsa-miR-6894-3p	17.2756507339373	16.3962055004276	19.1597520546877	18.1569237772115	17.7073915269857	16.0098812803946	19.589902866794	16.5914616441936	20.1317547152266	19.1897661253017	19.7544168450933	17.8180607235602	17.5459609999241	16.5159944336947	16.9818253556948	15.4926969708799
hsa-miR-6715b-3p	12.4106686307021	15.0616306341137	10.6652807003926	21.3074402317048	15.9005148405585	12.2471902882281	15.7218328739875	23.5124713586286	19.6336494439221	20.6071920322842	18.5691518343877	23.8496402852622	15.1682373130185	18.5804937379066	17.3002345811141	18.8776559729209
hsa-miR-3691-5p	17.2756507339373	17.6354535905761	19.1597520546877	19.0689153824596	16.5509904476723	13.648977128447	15.9089975510588	20.1941790297899	19.0110178547914	22.2426834634178	14.5618272743831	21.6362165928945	15.0862468410562	19.1539657668543	17.0879617641679	13.4096452773162
hsa-miR-5002-3p	16.8785093377549	19.637315890047	14.7237503474447	20.727081937456	18.7192424713848	19.9939070368061	17.5934796447003	15.4063572410369	15.7318248187029	12.3207021145403	19.9237404180513	19.7548064543819	19.1037799672071	19.727437795802	21.4395545115647	20.0493725505504
hsa-miR-8088	24.9206226104498	15.1092940221963	22.2743915512625	18.7372820714603	19.5142682134128	20.0676852915545	12.4776451380853	17.4447368144664	13.9469475965282	18.4265367907726	12.8121503538177	23.9049758775714	16.4800848644147	23.5123531868571	18.7861442997373	18.3568930495299
hsa-miR-424-3p	7.6449718765125	10.7719257066762	7.92817326400869	9.03700772473083	9.61258397179221	7.89427325807475	12.2280922353236	45.9820508424793	26.0675091982729	40.8872857783416	7.45023721014948	21.1935318544209	13.6924088176978	10.7812741442174	11.2504592981478	4.42648484882282
hsa-miR-2392	21.7434914409901	18.7317115164768	23.9732858221215	19.8979986599578	18.1410419317282	23.0925937362374	16.6576562593439	14.3160611901327	12.5356493278318	16.6274962165256	19.9237404180513	13.9445692619166	20.66159893449	16.9747720568529	17.7247802150064	19.788991088855
hsa-miR-4661-3p	16.9777946868005	16.3485421123449	12.930473061538	18.4885570882108	20.8152194276403	12.837416326215	14.4116801344886	21.8533251942092	21.1279652578358	17.7723402183192	14.5618272743831	23.2409487698611	15.6601801447921	16.5159944336947	17.8309166234795	16.2738413559663
